nombre,principio,forma,tipo
METOCLOPRAMIDA CLORHIDRATO 5 mg + PARACETAMOL 500 mg cápsula dura,METOCLOPRAMIDA CLORHIDRATO,cápsula dura,pastilla
METOCLOPRAMIDA CLORHIDRATO 5 mg cápsula,METOCLOPRAMIDA CLORHIDRATO,cápsula,pastilla
METOCLOPRAMIDA CLORHIDRATO 5 mg supositorio,METOCLOPRAMIDA CLORHIDRATO,supositorio,pastilla
METOCLOPRAMIDA CLORHIDRATO 5 mg/ml gotas orales en solución,METOCLOPRAMIDA CLORHIDRATO,gotas orales en solución,ml
METOCLOPRAMIDA CLORHIDRATO 5 mg/ml solución inyectable,METOCLOPRAMIDA CLORHIDRATO,solución inyectable,ml
METOCLOPRAMIDA DICLOROHIDRATO 5 mg/ml gotas orales en solución,METOCLOPRAMIDA DICLOROHIDRATO,gotas orales en solución,ml
"METOLAZONA 2,5 mg comprimido",METOLAZONA,comprimido,pastilla
METOLAZONA 5 mg comprimido,METOLAZONA,comprimido,pastilla
"METOPIMAZINA 0,1 % solución oral",METOPIMAZINA,solución oral,ml
"METOPIMAZINA 0,4 % gotas orales en solución",METOPIMAZINA,gotas orales en solución,ml
METOPIMAZINA 10 mg/1 ml solución inyectable,METOPIMAZINA,solución inyectable,ml
METOPIMAZINA 15 mg cápsula dura,METOPIMAZINA,cápsula dura,pastilla
METOPIMAZINA 5 mg supositorio,METOPIMAZINA,supositorio,pastilla
"METOPIMAZINA 7,5 mg liofilizado oral",METOPIMAZINA,liofilizado oral,pastilla
METOPROLOL SUCCINATO 190 mg comprimido de liberación prolongada,METOPROLOL SUCCINATO,comprimido de liberación prolongada,pastilla
"METOPROLOL SUCCINATO 23,75 mg comprimido de liberación prolongada",METOPROLOL SUCCINATO,comprimido de liberación prolongada,pastilla
"METOPROLOL SUCCINATO 47,5 mg comprimido de liberación prolongada",METOPROLOL SUCCINATO,comprimido de liberación prolongada,pastilla
METOPROLOL SUCCINATO 95 mg comprimido de liberación prolongada,METOPROLOL SUCCINATO,comprimido de liberación prolongada,pastilla
METOPROLOL TARTRATO 100 mg comprimido,METOPROLOL TARTRATO,comprimido,pastilla
METOPROLOL TARTRATO 200 mg comprimido,METOPROLOL TARTRATO,comprimido,pastilla
METOPROLOL TARTRATO 200 mg comprimido de liberación prolongada,METOPROLOL TARTRATO,comprimido de liberación prolongada,pastilla
METOPROLOL TARTRATO 5 mg/5 ml solución inyectable,METOPROLOL TARTRATO,solución inyectable,ml
METOPROLOL TARTRATO 50 mg comprimido,METOPROLOL TARTRATO,comprimido,pastilla
METOPROLOL TARTRATO 50 mg comprimido de liberación prolongada,METOPROLOL TARTRATO,comprimido de liberación prolongada,pastilla
METOTREXATO (sódico) 1 g polvo para solución inyectable,METOTREXATO (sódico),polvo para solución inyectable,ml
METOTREXATO (sódico) 10 mg comprimido,METOTREXATO (sódico),comprimido,pastilla
"METOTREXATO (sódico) 10 mg/0,2 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 10 mg/0,4 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 10 mg/ml solución inyectable en jeringa precargada,METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 100 mg/ml concentrado para solución para perfusión,METOTREXATO (sódico),concentrado para solución para perfusión,ml
METOTREXATO (sódico) 100 mg/ml solución inyectable,METOTREXATO (sódico),solución inyectable,ml
"METOTREXATO (sódico) 12,5 mg/0,25 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 12,5 mg/0,5 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 15 mg/0,3 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 15 mg/0,6 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 15 mg/1,5 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 15 mg/2 ml solución inyectable,METOTREXATO (sódico),solución inyectable,ml
"METOTREXATO (sódico) 17,5 mg/0,35 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 17,5 mg/0,7 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 2,5 mg comprimido",METOTREXATO (sódico),comprimido,pastilla
"METOTREXATO (sódico) 2,5 mg/ml solución inyectable",METOTREXATO (sódico),solución inyectable,ml
"METOTREXATO (sódico) 20 mg/0,4 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 20 mg/0,8 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 20 mg/1 ml solución inyectable en jeringa precargada,METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 20 mg/2 ml solución inyectable en jeringa precargada,METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 20 mg/2,67 ml solución inyectable",METOTREXATO (sódico),solución inyectable,ml
METOTREXATO (sódico) 20 mg/ml solución inyectable,METOTREXATO (sódico),solución inyectable,ml
"METOTREXATO (sódico) 22,5 mg/0,45 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 22,5 mg/0,9 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 25 mg/0,5 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 25 mg/1 ml solución inyectable en jeringa precargada,METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 25 mg/1,25 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 25 mg/ml solución inyectable,METOTREXATO (sódico),solución inyectable,ml
"METOTREXATO (sódico) 27,5 mg/0,55 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 30 mg/0,6 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 30 mg/1,5 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 50 mg polvo para solución inyectable,METOTREXATO (sódico),polvo para solución inyectable,ml
METOTREXATO (sódico) 50 mg/ml solución inyectable en jeringa precargada,METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO (sódico) 500 mg polvo para solución inyectable,METOTREXATO (sódico),polvo para solución inyectable,ml
"METOTREXATO (sódico) 7,5 mg comprimido",METOTREXATO (sódico),comprimido,pastilla
"METOTREXATO (sódico) 7,5 mg/0,15 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 7,5 mg/0,3 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
"METOTREXATO (sódico) 7,5 mg/0,75 ml solución inyectable en jeringa precargada",METOTREXATO (sódico),solución inyectable en jeringa precargada,ml
METOTREXATO 10 mg comprimido,METOTREXATO,comprimido,pastilla
"METOTREXATO 10 mg/0,2 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 10 mg/0,4 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
METOTREXATO 10 mg/ml solución inyectable,METOTREXATO,solución inyectable,ml
METOTREXATO 100 mg/ml concentrado para solución para perfusión,METOTREXATO,concentrado para solución para perfusión,ml
METOTREXATO 100 mg/ml solución inyectable,METOTREXATO,solución inyectable,ml
"METOTREXATO 12,5 mg/0,25 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 12,5 mg/0,5 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
METOTREXATO 15 mg comprimido,METOTREXATO,comprimido,pastilla
"METOTREXATO 15 mg/0,3 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 15 mg/0,6 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 17,5 mg/0,35 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 17,5 mg/0,7 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 2,5 mg comprimido",METOTREXATO,comprimido,pastilla
"METOTREXATO 2,5 mg/ml solución inyectable",METOTREXATO,solución inyectable,ml
"METOTREXATO 20 mg/0,4 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 20 mg/0,8 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 22,5 mg/0,45 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 22,5 mg/0,9 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 25 mg/0,5 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
METOTREXATO 25 mg/1 ml solución inyectable en pluma precargada,METOTREXATO,solución inyectable en pluma precargada,ml
METOTREXATO 25 mg/ml solución inyectable,METOTREXATO,solución inyectable,ml
"METOTREXATO 27,5 mg/0,55 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 30 mg/0,6 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
METOTREXATO 5 mg/2 ml solución inyectable,METOTREXATO,solución inyectable,ml
METOTREXATO 5 mg/ml solución inyectable,METOTREXATO,solución inyectable,ml
METOTREXATO 50 mg/2 ml solución inyectable,METOTREXATO,solución inyectable,ml
"METOTREXATO 7,5 mg comprimido",METOTREXATO,comprimido,pastilla
"METOTREXATO 7,5 mg/0,15 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
"METOTREXATO 7,5 mg/0,3 ml solución inyectable en pluma precargada",METOTREXATO,solución inyectable en pluma precargada,ml
METOXAMINA HIDROCLORURO 20 mg/ml solución inyectable,METOXAMINA HIDROCLORURO,solución inyectable,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 100 µg/0,3 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 120 µg/0,3 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 150 µg/0,3 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 200 µg/0,3 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 250 µg/0,3 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 30 µg/0,3 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 360 µg/0,6 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 50 µg/0,3 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
"METOXI-POLIETILENGLICOL EPOETINA BETA 75 µg/0,3 ml solución inyectable en jeringa precargada",METOXI-POLIETILENGLICOL EPOETINA BETA,solución inyectable en jeringa precargada,ml
METOXIFLURANO 3 ml líquido para inhalación del vapor,METOXIFLURANO,líquido para inhalación del vapor,ml
METOXISALICILATO DE ETILO 100 mg/g + SALICILATO DE FENILPROPILO 500 mg/g solución cutánea,METOXISALICILATO DE ETILO,solución cutánea,ml
"METOXSALENO 0,1 % solución cutánea",METOXSALENO,solución cutánea,ml
"METOXSALENO 0,75 % solución cutánea",METOXSALENO,solución cutánea,ml
METOXSALENO 1 % solución cutánea,METOXSALENO,solución cutánea,ml
METOXSALENO 10 mg comprimido,METOXSALENO,comprimido,pastilla
METOXSALENO 10 mg cápsula dura,METOXSALENO,cápsula dura,pastilla
METOXSALENO 15 mg comprimido,METOXSALENO,comprimido,pastilla
METOXSALENO 20 µg/ml solución para preparación ex vivo fracción sanguínea,METOXSALENO,solución para preparación ex vivo fracción sanguínea,ml
"METRELEPTINA 11,3 mg polvo para solución inyectable",METRELEPTINA,polvo para solución inyectable,ml
METRELEPTINA 3 mg polvo para solución inyectable,METRELEPTINA,polvo para solución inyectable,ml
"METRELEPTINA 5,8 mg polvo para solución inyectable",METRELEPTINA,polvo para solución inyectable,ml
METRONIDAZOL (benzoato) 25 mg/ml suspensión oral,METRONIDAZOL (benzoato),suspensión oral,ml
METRONIDAZOL (benzoato) 50 mg/ml + NIFUROXAZIDA 40 mg/ml solución oral,METRONIDAZOL (benzoato),solución oral,ml
METRONIDAZOL (benzoato) 50 mg/ml suspensión oral,METRONIDAZOL (benzoato),suspensión oral,ml
"METRONIDAZOL 0,5 % solución para perfusión",METRONIDAZOL,solución para perfusión,ml
"METRONIDAZOL 0,75 % crema",METRONIDAZOL,crema,otro
"METRONIDAZOL 0,75 % emulsión cutánea",METRONIDAZOL,emulsión cutánea,ml
"METRONIDAZOL 0,75 % gel",METRONIDAZOL,gel,otro
"METRONIDAZOL 0,75 % gel vaginal",METRONIDAZOL,gel vaginal,otro
"METRONIDAZOL 0,8 % gel",METRONIDAZOL,gel,otro
METRONIDAZOL 1 % crema,METRONIDAZOL,crema,otro
METRONIDAZOL 1 % emulsión cutánea,METRONIDAZOL,emulsión cutánea,ml
METRONIDAZOL 1 % gel,METRONIDAZOL,gel,otro
METRONIDAZOL 1 g supositorio,METRONIDAZOL,supositorio,pastilla
METRONIDAZOL 10 % pasta dental,METRONIDAZOL,pasta dental,otro
METRONIDAZOL 125 mg + ESPIRAMICINA 750.000 UI comprimido,METRONIDAZOL,comprimido,pastilla
METRONIDAZOL 125 mg/5 ml suspensión oral,METRONIDAZOL,suspensión oral,ml
METRONIDAZOL 2 % gel,METRONIDAZOL,gel,otro
METRONIDAZOL 200 mg comprimido,METRONIDAZOL,comprimido,pastilla
METRONIDAZOL 200 mg/10 ml concentrado para solución para perfusión,METRONIDAZOL,concentrado para solución para perfusión,ml
METRONIDAZOL 25 % gel dental,METRONIDAZOL,gel dental,otro
"METRONIDAZOL 250 mg + ESPIRAMICINA 1,5 M UI comprimido",METRONIDAZOL,comprimido,pastilla
METRONIDAZOL 250 mg comprimido,METRONIDAZOL,comprimido,pastilla
METRONIDAZOL 250 mg cápsula blanda,METRONIDAZOL,cápsula blanda,pastilla
"METRONIDAZOL 4,5 mg esponja para uso dental",METRONIDAZOL,esponja para uso dental,otro
METRONIDAZOL 400 mg comprimido,METRONIDAZOL,comprimido,pastilla
METRONIDAZOL 400 mg cápsula dura,METRONIDAZOL,cápsula dura,pastilla
METRONIDAZOL 500 mg + NEOMICINA SULFATO 65.000 UI + NISTATINA 100.000 UI comprimido vaginal,METRONIDAZOL,comprimido vaginal,pastilla
METRONIDAZOL 500 mg + NISTATINA 100.000 UI cápsula vaginal,METRONIDAZOL,cápsula vaginal,pastilla
METRONIDAZOL 500 mg + NISTATINA 100.000 UI óvulo,METRONIDAZOL,óvulo,pastilla
METRONIDAZOL 500 mg comprimido,METRONIDAZOL,comprimido,pastilla
METRONIDAZOL 500 mg comprimido vaginal,METRONIDAZOL,comprimido vaginal,pastilla
METRONIDAZOL 500 mg cápsula blanda,METRONIDAZOL,cápsula blanda,pastilla
METRONIDAZOL 500 mg supositorio,METRONIDAZOL,supositorio,pastilla
METRONIDAZOL 500 mg óvulo,METRONIDAZOL,óvulo,pastilla
METRONIDAZOL 600 mg + NIFUROXAZIDA 200 mg cápsula dura,METRONIDAZOL,cápsula dura,pastilla
METRONIDAZOL 750 mg + MICONAZOL NITRATO 200 mg óvulo,METRONIDAZOL,óvulo,pastilla
METRONIDAZOL 750 mg/dosis + MICONAZOL NITRATO 200 mg/dosis crema vaginal,METRONIDAZOL,crema vaginal,otro
MEXAZOLAM 1 mg comprimido,MEXAZOLAM,comprimido,pastilla
MEXILETINA CLORHIDRATO 200 mg comprimido,MEXILETINA CLORHIDRATO,comprimido,pastilla
MEXILETINA CLORHIDRATO 200 mg cápsula dura,MEXILETINA CLORHIDRATO,cápsula dura,pastilla
MEZLOCILINA (sódica) 5 g polvo y disolvente para solución inyectable,MEZLOCILINA (sódica),polvo y disolvente para solución inyectable,ml
MIANSERINA CLORHIDRATO 10 mg comprimido,MIANSERINA CLORHIDRATO,comprimido,pastilla
MIANSERINA CLORHIDRATO 30 mg comprimido,MIANSERINA CLORHIDRATO,comprimido,pastilla
MIANSERINA CLORHIDRATO 60 mg comprimido,MIANSERINA CLORHIDRATO,comprimido,pastilla
MICAFUNGINA SODICA 100 mg polvo para solución para perfusión,MICAFUNGINA SODICA,polvo para solución para perfusión,ml
MICAFUNGINA SODICA 50 mg polvo para solución para perfusión,MICAFUNGINA SODICA,polvo para solución para perfusión,ml
MICOFENOLATO (sódico) 180 mg comprimido gastrorresistente,MICOFENOLATO (sódico),comprimido gastrorresistente,pastilla
MICOFENOLATO (sódico) 360 mg comprimido gastrorresistente,MICOFENOLATO (sódico),comprimido gastrorresistente,pastilla
MICOFENOLATO MOFETILO (hidrocloruro) 500 mg polvo para solución para perfusión,MICOFENOLATO MOFETILO (hidrocloruro),polvo para solución para perfusión,ml
MICOFENOLATO MOFETILO 1 g/5 ml polvo para suspensión oral,MICOFENOLATO MOFETILO,polvo para suspensión oral,ml
MICOFENOLATO MOFETILO 200 mg/ml jarabe,MICOFENOLATO MOFETILO,jarabe,ml
MICOFENOLATO MOFETILO 250 mg comprimido,MICOFENOLATO MOFETILO,comprimido,pastilla
MICOFENOLATO MOFETILO 250 mg cápsula dura,MICOFENOLATO MOFETILO,cápsula dura,pastilla
MICOFENOLATO MOFETILO 500 mg comprimido,MICOFENOLATO MOFETILO,comprimido,pastilla
MICONAZOL 1 % solución para pulverización cutánea,MICONAZOL,solución para pulverización cutánea,ml
MICONAZOL 2 % barniz de uñas medicamentoso,MICONAZOL,barniz de uñas medicamentoso,otro
MICONAZOL 2 % gel,MICONAZOL,gel,otro
MICONAZOL 2 % gel bucal,MICONAZOL,gel bucal,otro
MICONAZOL 2 % gel oral,MICONAZOL,gel oral,otro
MICONAZOL 2 % solución cutánea,MICONAZOL,solución cutánea,ml
MICONAZOL 50 mg comprimido bucal mucoadhesivo,MICONAZOL,comprimido bucal mucoadhesivo,pastilla
"MICONAZOL NITRATO 0,25 % + ZINC OXIDO 15 % pomada",MICONAZOL NITRATO,pomada,otro
"MICONAZOL NITRATO 0,895 % polvo para pulverización cutánea",MICONAZOL NITRATO,polvo para pulverización cutánea,pastilla
"MICONAZOL NITRATO 1,2 g cápsula vaginal blanda",MICONAZOL NITRATO,cápsula vaginal blanda,pastilla
"MICONAZOL NITRATO 1,2 g óvulo",MICONAZOL NITRATO,óvulo,pastilla
"MICONAZOL NITRATO 1,526 % polvo para pulverización cutánea",MICONAZOL NITRATO,polvo para pulverización cutánea,pastilla
MICONAZOL NITRATO 10 mg comprimido bucal mucoadhesivo,MICONAZOL NITRATO,comprimido bucal mucoadhesivo,pastilla
MICONAZOL NITRATO 100 mg + TINIDAZOL 150 mg cápsula vaginal blanda,MICONAZOL NITRATO,cápsula vaginal blanda,pastilla
MICONAZOL NITRATO 100 mg + TINIDAZOL 150 mg óvulo,MICONAZOL NITRATO,óvulo,pastilla
MICONAZOL NITRATO 100 mg cápsula vaginal blanda,MICONAZOL NITRATO,cápsula vaginal blanda,pastilla
MICONAZOL NITRATO 2 % + BENZOILO PEROXIDO 5 % crema,MICONAZOL NITRATO,crema,otro
